0.0	0.5	0.0
0.01	0.5	0.312961796208
0.02	0.5	0.594480768525
0.03	0.5	0.816273108589
0.04	0.5	0.956055657328
0.05	0.5	0.999784662063
0.06	0.5	0.943066732257
0.07	0.5	0.791600237166
0.08	0.5	0.560602798839
0.09	0.5	0.273282399403
0.1	0.5	-0.0414942916986
0.11	0.5	-0.352102110682
0.12	0.5	-0.62733473438
0.13	0.5	-0.839539934882
0.14	0.5	-0.967397759309
0.15	0.5	-0.998062514976
0.16	0.5	-0.928453357755
0.17	0.5	-0.765563820076
0.18	0.5	-0.525759180736
0.19	0.5	-0.233132268743
0.2	0.5	0.0829171087324
0.21	0.5	0.390635922929
0.22	0.5	0.659108104856
0.23	0.5	0.861360638516
0.24	0.5	0.977073501227
0.25	0.5	0.994621187231
0.26	0.5	0.912240705622
0.27	0.5	0.738208705519
0.28	0.5	0.490009932974
0.29	0.5	0.192580563552
0.3	0.5	-0.124197099553
0.31	0.5	-0.428496857763
0.32	0.5	-0.68974614975
0.33	0.5	-0.881697632936
0.34	0.5	-0.985066216442
0.35	0.5	-0.989466606578
0.36	0.5	-0.894456702443
0.37	0.5	-0.70958201317
0.38	0.5	-0.453416634278
0.39	0.5	-0.151697134871
0.4	0.5	0.165263158633
0.41	0.5	0.465619699042
0.42	0.5	0.719196094479
0.43	0.5	0.900515887304
0.44	0.5	0.991362137356
0.45	0.5	0.982607651873
0.46	0.5	0.875131981485
0.47	0.5	0.679733053024
0.48	0.5	0.416042317263
0.49	0.5	0.110552405144
0.5	0.5	-0.206044548945
0.51	0.5	-0.501940502003
0.52	0.5	-0.747407210982
0.53	0.5	-0.917782986837
0.54	0.5	-0.995950419135
0.55	0.5	-0.974056137791
0.56	0.5	-0.854299829927
0.57	0.5	-0.648713240451
0.58	0.5	-0.377951359863
0.59	0.5	-0.0692172469073
0.6	0.5	0.246471023811
0.61	0.5	0.537396703409
0.62	0.5	0.774330905103
0.63	0.5	0.933469188645
0.64	0.5	0.998823158378
0.65	0.5	0.963826794468
0.66	0.5	0.831996131526
0.67	0.5	0.616576007638
0.68	0.5	0.339209374438
0.69	0.5	0.0277628607163
0.7	0.5	-0.2864729479
0.71	0.5	-0.571927229315
0.72	0.5	-0.799920800294
0.73	0.5	-0.947547472964
0.74	0.5	-0.999975406742
0.75	0.5	-0.951937242132
0.76	0.5	-0.808259304803
0.77	0.5	-0.583376711547
0.78	0.5	-0.299883094757
0.79	0.5	0.0137393475024
0.8	0.5	0.325981417176
0.81	0.5	0.605472600268
0.82	0.5	0.824132817498
0.83	0.5	0.959993589694
0.84	0.5	0.999405179457
0.85	0.5	0.938407960752
0.86	0.5	0.78313023687
0.87	0.5	0.549172538564
0.88	0.5	0.260040261044
0.89	0.5	-0.0552178894475
0.9	0.5	-0.364928377589
0.91	0.5	-0.637975033761
0.92	0.5	-0.846925251082
0.93	0.5	-0.970786100176
0.94	0.5	-0.997113458751
0.95	0.5	-0.923262254758
0.96	0.5	-0.756652213
0.97	0.5	-0.514022405991
0.98	0.5	-0.219749503297
0.99	0.5	0.0966013175835
